Categoria;Denominazione;Indirizzo;Città;Localita;Indirizzo internet;Indirizzo di posta elettronica
ALTRI ALLOGGI PRIVATI;CURSI QUINTO;Lungomare Mameli 118/B;SENIGALLIA;SENIGALLIA;;quinto.cursi@email.it
ALTRI ALLOGGI PRIVATI;MANIERI PRIMO;Via VI strada Cesano 11;SENIGALLIA;SENIGALLIA;;elegant@tin.it
ALTRI ALLOGGI PRIVATI;SCARPONE NICOLA;Via Verdi 103/D;SENIGALLIA;SENIGALLIA;;nicolamarev@libero.it
ALTRI ALLOGGI PRIVATI;GALIMBERTI ILARIA;Via Pierelli  1A;SENIGALLIA;SENIGALLIA;;ilariagal@hotmail.it
ALTRI ALLOGGI PRIVATI;BRUN MARIA;Via Podesti 71;SENIGALLIA;SENIGALLIA;;affittiestivi@belenchia.com
ALTRI ALLOGGI PRIVATI;BRUSCHI LEONELLO;Via Gioberti 17/B;SENIGALLIA;SENIGALLIA;;bruschileonello@sicurezzapostale.it
ALTRI ALLOGGI PRIVATI;CATANI STEFANO;Lungomare Mameli 240;SENIGALLIA;SENIGALLIA;;affittestivi@belenchia.com
ALTRI ALLOGGI PRIVATI;AZZARONI LILIANA;Via Volta 29;SENIGALLIA;SENIGALLIA;;affittiestivi@belenchia.com
ALTRI ALLOGGI PRIVATI;CINGOLANI MIRELLA;Lungomare Italia 8/A;SENIGALLIA;SENIGALLIA;;susysartini@gmail.com
ALTRI ALLOGGI PRIVATI;AMBROGI CLAUDIO;Piazzale Libertà 12;SENIGALLIA;SENIGALLIA;;affittiestivi@belenchia.com
ALTRI ALLOGGI PRIVATI;ROBERTI LUCIO;Lungomare Mameli 240;SENIGALLIA;SENIGALLIA;;affittiestivi@belenchia.com
ALTRI ALLOGGI PRIVATI;ROBERTI LUCA;Lungomare Mameli 240;SENIGALLIA;SENIGALLIA;;affittestivi@belenchia.com
ALTRI ALLOGGI PRIVATI;ANGELINI GIULIANA;Via Puglie 1;SENIGALLIA;SENIGALLIA;;affittiestivi@belenchia.com
ALTRI ALLOGGI PRIVATI;CIUNCI RENATO PASQUALE;Lungomare da Vinci 63;SENIGALLIA;SENIGALLIA;;affittiestivi@belenchia.com
ALTRI ALLOGGI PRIVATI;PRINCIPI EMILIANO;Piazza Andrea Doria 2;SENIGALLIA;SENIGALLIA;;affittiestivi@belenchia.com
ALTRI ALLOGGI PRIVATI;MANCINI MAURO;Lungomare D. Alighieri 22/B;SENIGALLIA;SENIGALLIA;;affittiestivi@belenchia.com
BED & BREAKFAST;A CASA DI NONNA LINDA;Via Gherardi 54;SENIGALLIA;SENIGALLIA;;info@acasadinonnalinda.it
ALTRI ALLOGGI PRIVATI;VICI MAURO;Via Tommaseo 12;SENIGALLIA;SENIGALLIA;;vicimauro9@gmail.com
BED & BREAKFAST;CASA MARGHERITA;AMENDOLA  25;SENIGALLIA;SENIGALLIA;;catipernini@gmail.com
ALBERGHI;VILLA PINA;VIA PODESTI 158;SENIGALLIA;SENIGALLIA;www.villapina.it;info@mastruccizoppini.it
BED & BREAKFAST;TRECENTOLIVI;STRADA TORRE CAMPETTO  105;SENIGALLIA;SENIGALLIA;;"niki31@inwind.it;"
ALBERGHI;HOTEL ROYAL;lungomare alighieri 146;SENIGALLIA;SENIGALLIA;www.hotelroyalsenigallia.it;info@hotelroyalsenigallia.it
ALTRI ALLOGGI PRIVATI;CASAGRANDE GIGLIOLA;VIA RAFFAELLO SANZIO 399;SENIGALLIA;SENIGALLIA;;fulvia.fratesi@gmail.com
ALTRI ALLOGGI PRIVATI;RUZZICONI MARIA PAOLA;LUNGOMARE MAMELI - TERZO PIANO 265;SENIGALLIA;SENIGALLIA;;affittiestivi@belenchia.com
ALTRI ALLOGGI PRIVATI;CIONI ISABELLA MARGHERITA;VIA RIETI 11;SENIGALLIA;SENIGALLIA;;
ALTRI ALLOGGI PRIVATI;SARTINI PINO;LUNGOMARE ITALIA 44;SENIGALLIA;SENIGALLIA;;sara.sartini@libero.it
ALTRI ALLOGGI PRIVATI;MAZZAOLA ANGELO;VIA L'AQUILA  9;SENIGALLIA;SENIGALLIA;;affittiestivi@belenchia.com
ALTRI ALLOGGI PRIVATI;FAVI UMBERTO;VIA PIERELLI 29;SENIGALLIA;SENIGALLIA;;affittiestivi@belenchia.com
ALTRI ALLOGGI PRIVATI;MARCHETTI ALESSANDRA;LUNGOMARE LEONARDO DA VINCI 21/a;SENIGALLIA;SENIGALLIA;;senigallia@confcommerciomarchecentrali.it
ALTRI ALLOGGI PRIVATI;PIERANTONI GABRIELLA;VIA PUGLIE 7;SENIGALLIA;SENIGALLIA;;affittiestivi@belenchia.com
ALTRI ALLOGGI PRIVATI;DE ANGELIS ROSALBA;Via Mondolfo 32;SENIGALLIA;SENIGALLIA;;
ALTRI ALLOGGI PRIVATI;ILARI SERENELLA;LUNGOMARE DANTE ALIGHIERI 14;SENIGALLIA;SENIGALLIA;;affittiestivi@belenchia.com
ALTRI ALLOGGI PRIVATI;SAGRATI ALBERTO APP.TO VIA PUGLIE;VIA PUGLIE 7;SENIGALLIA;SENIGALLIA;;affittiestivi@belenchia.com
ALTRI ALLOGGI PRIVATI;BELLAGAMBA RITA;VIA R. CIUCCI 8;SENIGALLIA;SENIGALLIA;;rita.bellagamba@gmail.com
ALTRI ALLOGGI PRIVATI;BENIGNI MICHELA;VIA LUNGOMARE MAMELI 242/b;SENIGALLIA;SENIGALLIA;;essepic@sicurezzapostale.it
ALTRI ALLOGGI PRIVATI;CONCETTONI LUCIA;PIAZZALE DELLA LIBERTA'  4/B;SENIGALLIA;SENIGALLIA;;affittiestivi@belenchia.com
ALTRI ALLOGGI PRIVATI;SBROZZI EMILIO;LUNGOMARE ALIGHIERI 14;SENIGALLIA;SENIGALLIA;;affittiestivi@belenchia.com
BED & BREAKFAST;CALVINO BROZZESI;Lungomare G. Marconi 25;SENIGALLIA;SENIGALLIA;;calvinobrozzesi@tin.it
BED & BREAKFAST;B&B CENTRO STORICO;Via Mastai Ferretti 54;SENIGALLIA;SENIGALLIA;;pcicetti@libero.it
ALBERGHI;HOTEL MASTAI;via Abbagnano 12;SENIGALLIA;;www.hotelmastaisenigallia.it;info@hotelmastai.it
ALLOGGI IN AFFITTO;APPARTAMENTI LUNGOMARE ITALIA;lungomare Italia 3/b;SENIGALLIA;;;info@villaggiocampingblu.com
ALLOGGI IN AFFITTO;APPARTAMENTI LUNGOMARE ALIGHIERI;lungomare Alighieri 14/a;SENIGALLIA;;;info@villaggiocampingblu.com
OSTELLI PER LA GIOVENTU';OSTELLO LE DUNE;lungomare Leonardo da Vinci 6;SENIGALLIA;SENIGALLIA;www.uisp.it/senigallia;senigallia@uisp.it
BED & BREAKFAST;B&B TRA LA ROCCA E IL MARE;via Bonopera 1;SENIGALLIA;;;carottip@gmail.com
CAMPEGGI;DOMUS;lungomare leonardo da vinci 8;SENIGALLIA;SENIGALLIA;www.campingdomus.it;campingdomus@gmail.com
ALLOGGI IN AFFITTO;DA ADAMO OSTERIA  E LOCANDA;strada comunale Grazie 8;SENIGALLIA;SENIGALLIA;;osteriadadamo@icloud.com
ALLOGGI AGRITURISTICI;VILLA SAVIGNANO;strada di Savignano 253;SENIGALLIA;grottino;www.agriturismovillasavignano.it;borisbart@alice.it
BED & BREAKFAST;B&B IL PAPAVERO;strada provinciale Arceviese 98;SENIGALLIA;;;claudia.b@lemarche.it
BED & BREAKFAST;B&B CASATORRICELLI;via Torricelli 11/a;SENIGALLIA;;;info@casatorricelli.it
BED & BREAKFAST;B&B FONTE ANTICA;strada dei Cappuccini 11;SENIGALLIA;Scapezzano;;marilenamoroni@libero.it
BED & BREAKFAST;B&B VIA DELLA MARINA 3;strada della Marina 3;SENIGALLIA;;;vmontesi@yahoo.com
TURISMO RURALE;IL CAMPETTO;strada Torre Campetto  130;SENIGALLIA;;;info@bertigroup.it
ALLOGGI IN AFFITTO;THE NELLO'S HOLIDAY HOUSES;via Lungomare 95;SENIGALLIA;;;stpellegrini_daniele@tiscali.it
ALLOGGI IN AFFITTO;TENENTI ROSANNA;via Lungomare da Vinci 95;SENIGALLIA;;;stpellegrini_daniele@tiscali.it
BED & BREAKFAST;B&B LA PARISIENNE;G. Fiorini 13;SENIGALLIA;;www.bblaparisienne.it;luciano.girolimetti@tiscali.it
BED & BREAKFAST;B&B AL VIVERE VERDE;via Bramante  9/c;SENIGALLIA;;;alvivereverde@virgilio.it
BED & BREAKFAST;B&B LA ROSA DI SABBIA;lungomare Marconi 30;SENIGALLIA;;;
RESIDENZE TURISTICO ALBERGHIERE;RESIDENCE AMERICA;lungomare Alighieri 84;SENIGALLIA;;;studio.verdini@libero.it
BED & BREAKFAST;B&B VILLA GIULIA;strada com.le Filetto 1;SENIGALLIA;;;villagiuliasenigallia@gmail.com
ALBERGHI;HOTEL TRIESTE DIPENDENZA 1;via Trieste 25;SENIGALLIA;;www.hotelpensionetrieste.com;info@hotelpensionetrieste.com
ALBERGHI;HOTEL TRIESTE DIPENDENZA 2;via Trieste 29;SENIGALLIA;;www.hotelpensionetrieste.com;info@hotelpensionetrieste.com
ALBERGHI;HOTEL TRIESTE DIPENDENZA 3;via Trieste 32;SENIGALLIA;;www.hotelpensionetrieste.com;info@hotelpensionetrieste.com
BED & BREAKFAST;B&B NONNA RINA;via Mazzini 38;SENIGALLIA;loc. Montignano;www.nonnarina.altervista.org;buccisabrina@virgilio.it
RESIDENZE TURISTICO ALBERGHIERE;AVANA;via Perugia 5;SENIGALLIA;;;info@residenceavana.it
BED & BREAKFAST;B&B A DUE PASSI DAL MARE;via Strada Terza 28;SENIGALLIA;;;ginmaur1@tin.it
ALBERGHI;HOTEL VILLA SORRISO;lungomare Alighieri 98;SENIGALLIA;SENIGALLIA;hotelvillasorriso.altervista.org;hotelvillasorrisosenigallia@gmail.com
BED & BREAKFAST;B&B LA PENNICA;strada Berardinelli Scapezzano 294;SENIGALLIA;;;info@lapennica.it
BED & BREAKFAST;B&B A MARE di PALADINI PATRIZIA;lungomare italia 8;SENIGALLIA;SENIGALLIA;amarebedandbreakfast.wordpress.com;bbamare@gmail.com
BED & BREAKFAST;B&B ANTICO GELSO;strada della Donnella 116;SENIGALLIA;;;info@bbanticogelso.it
BED & BREAKFAST;B&B FLAT;via marche 83;SENIGALLIA;SENIGALLIA;;
TURISMO RURALE;CASA ONDA;via Cannella 26;SENIGALLIA;loc. Scapezzano;http://www.casaonda.com;info@casaonda.com
BED & BREAKFAST;B&B A CASA DI SARA;frazione san silvestro strada intercomunale 146;SENIGALLIA;SENIGALLIA;www.acasadisara.com;acasadisara@libero.it
TURISMO RURALE;TAVERNA DEI GUELFI;strada provinciale corinaldese 57;SENIGALLIA;SENIGALLIA;;info@tavernadeiguelfi.com
BED & BREAKFAST;B&B UNA ROTONDA SUL MARE;lungomare Marconi 16;SENIGALLIA;SENIGALLIA;;marinella.marchetti3@gmail.com
AREE DI SOSTA (PLEIN AIR);AREA DI SOSTA CAMPER;via Francesco Podesti 234;SENIGALLIA;SENIGALLIA;;
BED & BREAKFAST;B&B A CASA DI MAURO;strada Querciabella 179;SENIGALLIA;Vallone;;maurowiller@alice.it
BED & BREAKFAST;B&B IL GELSO;strada Fabbrici Ville 60;SENIGALLIA;SENIGALLIA;;info@gelsoincollina.it
ALLOGGI AGRITURISTICI;IL VECCHIO SCORNABECCO;strada Scornabecco 85;SENIGALLIA;SCAPEZZANO;www.ilvecchioscornabecco.com;info@ilvecchioscornabecco.com
ALTRI ALLOGGI PRIVATI;DOMUS MARINA;lungomare Italia 84;SENIGALLIA;MARZOCCA;www.domusmacerata.it;sangiuliano@domusmacerata.it
TURISMO RURALE;COUNTRY HOUSE SANT'ANGELO;strada Costa dei Fabbri 221;SENIGALLIA;SANT'ANGELO;www.countryhousesantangelo.it;pamelabacolini@libero.it
BED & BREAKFAST;B&B LA CERCUA;;SENIGALLIA;CANNELLA;www.lacercua.com;info@lacercua.com
ALLOGGI AGRITURISTICI;LA TAMERICE;strada Torre Campetto 114;SENIGALLIA;FRAZIONE MONTIGNANO;www.agriturismolatamerice.it;agriturismo.latamerice@gmail.com
BED & BREAKFAST;B&B LO SCORNABECCO;via Antonio Fratti 18;SENIGALLIA;Scapezzano;www.loscornabecco.it;loscornabecco@alice.it
CAMPEGGI;VILLAGGIO CAMPING BLU;lungomare Italia 3/b;SENIGALLIA;SENIGALLIA;www.villaggiocampingblu.com;info@villaggiocampingblu.com
RESIDENZE TURISTICO ALBERGHIERE;LA NAVE;lungomare leonardo da vinci n 13 13;SENIGALLIA;SENIGALLIA;www.residencelanave.it;info@residencelanave.it
BED & BREAKFAST;LUNAZZURRA;via A. Caro 31;SENIGALLIA;SENIGALLIA;https://sites.google.com/site/bblunazzurrasenigallia/;lunazzurra.b.b@gmail.com
ALLOGGI AGRITURISTICI;LA QUERCIA DEL SAGGIO;strada comunale morro d' alba 5;SENIGALLIA;SENIGALLIA;www.laquerciadelsaggio.it;laquerciadelsaggio@gmail.com
BED & BREAKFAST;B&B RAGGIO DI LUNA;localita' Casini Soccorso 29;SENIGALLIA;SENIGALLIA;www.ilraggiodiluna.it;bbraggiodiluna@alice.it
BED & BREAKFAST;B&B MISTRETTA ROSSANA;frazione san silvestro strada squartagallo 131;SENIGALLIA;SENIGALLIA;;rossanamistretta@hotmail.it
ALBERGHI;CAGGIARI;lungomare Alighieri 130;SENIGALLIA;SENIGALLIA;www.hotelcaggiari.it;info@hotelcaggiari.it
CASE PER FERIE;CENTRO LE DUNE;lungomare leonardo da vinci 6;SENIGALLIA;SENIGALLIA;;senigallia@uisp.it
ALBERGHI;DEI GALLI;lungomare mameli 226;SENIGALLIA;SENIGALLIA;www.hoteldeigalli.it;info@hoteldeigalli.it
ALBERGHI;HAMBURG;via Rieti 104;SENIGALLIA;SENIGALLIA;www.hotelhamburg.it;hotelhamburg@libero.it
ALBERGHI;BICE;viale Giacomo Leopardi 105;SENIGALLIA;SENIGALLIA;www.albergobice.it;info@albergobice.it
ALBERGHI;GIULIETTA;via rieti 56;SENIGALLIA;SENIGALLIA;www.hotelgiulietta.it;info@hotelgiulietta.it
ALBERGHI;GABBIANO;lungomare Leonardo da Vinci 91;SENIGALLIA;SENIGALLIA;www.gabbiano-senigallia.com;hotelgabbiano@gmail.com
ALBERGHI;HOTEL SABRA;via Puglie 4;SENIGALLIA;SENIGALLIA;www.hotelsabra.it;info@hotelsabra.it
ALBERGHI;AZZURRA;via la Spezia 1;SENIGALLIA;SENIGALLIA;www.hotelazzurrasenigallia.it;info@hotelazzurrasenigallia.com
ALBERGHI;SENBHOTEL;viale Pietro Bonopera 32;SENIGALLIA;SENIGALLIA;www.senbhotel.it;info@senbhotel.it
ALBERGHI;DUCHI DELLA ROVERE;via Filippo Corridoni 3;SENIGALLIA;SENIGALLIA;www.hotelduchidellarovere.it;info@hotelduchidellarovere.it
ALBERGHI;DEL SOLE;lungomare Alighieri 118;SENIGALLIA;SENIGALLIA;;wallypower1182009@hotmail.it
ALBERGHI;HOTEL RITZ;lungomare Alighieri 142;SENIGALLIA;SENIGALLIA;www.hritz.it;info@hritz.it
ALBERGHI;GRAND HOTEL EXCELSIOR;lungomare Alighieri 150;SENIGALLIA;SENIGALLIA;www.ghe.it;info@ghe.it
ALBERGHI;CITY;lungomare alighieri 14;SENIGALLIA;SENIGALLIA;www.cityhotel.it;info@cityhotel.it
ALBERGHI;UNIVERSAL;lungomare mameli 47;SENIGALLIA;SENIGALLIA;www.hoteluniversal.it;info@hoteluniversal.it
ALBERGHI;ELEONORA;lungomare Marconi 2;SENIGALLIA;SENIGALLIA;www.albergoeleonora.191.it;"eleonora.carbonari@libero.it;"
ALBERGHI;CONTINENTAL;Lungomare Alighieri 126;SENIGALLIA;SENIGALLIA;www.ilcontinental.com;info@ilcontinental.com
ALBERGHI;SAYONARA;lungomare MAMELI 114;SENIGALLIA;SENIGALLIA;www.hotelsayonarasenigallia.it;info@hotelsayonarasenigallia.it
ALBERGHI;TROCADERO;via Carlo Goldoni 46;SENIGALLIA;SENIGALLIA;;corradopianelli@gmail.com
ALBERGHI;RITA;lungomare mameli  138;SENIGALLIA;SENIGALLIA;www.raggiazzurro.it;prenotazioni@raggiazzurro.it
ALBERGHI;SIMONA;via Pisa 4;SENIGALLIA;SENIGALLIA;www.albergosimona.it;info@albergosimona.it
ALBERGHI;PRIMAVERA;lungomare Mameli 136;SENIGALLIA;SENIGALLIA;www.albergoprimaverasenigallia.it;info@albergoprimaverasenigallia.it
ALBERGHI;MORETTI;via raffaello sanzio 82;SENIGALLIA;SENIGALLIA;www.hotelmoretti.com;info@hotelmoretti.com
ALBERGHI;HOTEL VIENNA;via rieti 41;SENIGALLIA;SENIGALLIA;www.vienna-hotel.it;info@vienna-hotel.it
ALBERGHI;HOTEL TRIESTE;via Trieste 27;SENIGALLIA;SENIGALLIA;www.hotelpensionetrieste.com;info@hotelpensionetrieste.com
ALBERGHI;DELFINO;lungomare mameli 43;SENIGALLIA;SENIGALLIA;www.hoteldelfino.net;info@hoteldelfino.net
ALBERGHI;ALBERGO ELENA;via Carlo Goldoni 22;SENIGALLIA;SENIGALLIA;www.hotelelena.net;info@hotelelena.net
ALBERGHI;EUROPA;lungomare alighieri 11;SENIGALLIA;SENIGALLIA;www.hoteleuropa-an.it;info@hoteleuropa-an.it
ALBERGHI;CORALLO;lungomare Mameli 66;SENIGALLIA;SENIGALLIA;www.hcorallo.it;info@hcorallo.it
ALBERGHI;CRISTINA;via Rieti 10;SENIGALLIA;SENIGALLIA;www.hotelcristina.net;info@hotelcristina.net
ALBERGHI;HOTEL DE LA VILLE;lungomare marconi 35;SENIGALLIA;SENIGALLIA;www.h-delaville.it;info@h-delaville.it
ALBERGHI;PENSIONE LICIA;lungomare leonardo da vinci 50;SENIGALLIA;SENIGALLIA;www.pensionelicia.it;pensione-licia@libero.it
ALBERGHI;HOTEL SOUVENIR;lungomare leonardo da vinci 21;SENIGALLIA;SENIGALLIA;www.hotelsouvenir.it;info@hotelsouvenir.it
ALBERGHI;MAJESTIC;lungomare Alighieri 124;SENIGALLIA;SENIGALLIA;www.hmajestic.com;info@hmajestic.com
CAMPEGGI;RAGGIO DI LUNA;lungomare leonardo da vinci 60;SENIGALLIA;SENIGALLIA;;
CAMPEGGI;HOLIDAY;lungomare Leonardo Da Vinci 46bis;SENIGALLIA;SENIGALLIA;www.campingholiday.net;info@campingholiday.net
CAMPEGGI;SPIAGGIA DI VELLUTO;;SENIGALLIA;SENIGALLIA;www.campingspiaggiadivelluto.it;info@campingspiaggiadivelluto.it
CAMPEGGI;SUMMERLAND;via francesco podesti 236;SENIGALLIA;SENIGALLIA;www.campingsummerland.it;info@campingsummerland.it
CAMPEGGI;ONDA BLU;lungomare leonardo da vinci 75;SENIGALLIA;SENIGALLIA;;baruccarenato@gmail.com
CAMPEGGI;PLAYA;lungomare leonardo da vinci 72;SENIGALLIA;SENIGALLIA;;baruccarenato@gmail.com
CAMPEGGI;SMERALDO;lungomare Leonardo da Vinci 44/f;SENIGALLIA;SENIGALLIA;;campingsmeraldo1@hotmail.it
ALLOGGI IN AFFITTO;RESIDENCE MARE VERDE (FERRO GIOVANNI FRANCESCO & C. S.A.S);via umberto giordano 44;SENIGALLIA;SENIGALLIA;www.mareverde.it;info@mareverde.it - mareverde@netpec.net
ALLOGGI IN AFFITTO;APPARTAMENTI REGNI;via Francesco Podesti 149;SENIGALLIA;SENIGALLIA;www.residenceregni.it;fabregni@tin.it
CAMPEGGI;GREEN CAMPING;strada Alderana 8;SENIGALLIA;SENIGALLIA;www.greencamping.it;info@greencamping.it
CAMPEGGI;CORTINA;lungomare Italia 1;SENIGALLIA;SENIGALLIA;www.campingcortina.com www.campingcortina.net;camping.cortina@libero.it
CAMPEGGI;CAMPING ADRIATICO;Strada Statale Adriatica Sud 264/B;SENIGALLIA;Marzocca;www.campeggioadriatico.com;info@campeggioadriatico.com
VILLAGGI TURISTICI;VILLAGGIO TURISTICO BENVIVERE;lungomare Leonardo da Vinci 54 bis;SENIGALLIA;SENIGALLIA;www.benvivere.com;benvivere@libero.it
CAMPEGGI;MARE VERDE;lungomare Leonardo da Vinci 95;SENIGALLIA;SENIGALLIA;;
CAMPEGGI;LIANA;lungomare leonardo da vinci 54;SENIGALLIA;SENIGALLIA;www.campingliana.it;info@campingliana.it
ALLOGGI AGRITURISTICI;PANCOTTI ALESSANDRO;strada san michele molinello 1;SENIGALLIA;SCAPEZZANO;;a.pancotti@alice.it
ALLOGGI AGRITURISTICI;IL RIFUGIO;strada provinciale sant'angelo 210/A;SENIGALLIA;SENIGALLIA;www.agriturismoilrifugio.com;info@agriturismoilrifugio.com
ALBERGHI;ROMA;lungomare leonardo da vinci 20;SENIGALLIA;SENIGALLIA;www.hotelroma.net;info@hotelroma.net
ALBERGHI;SENIGALLIA;lungomare alighieri 34;SENIGALLIA;SENIGALLIA;www.hotelsenigallia.net;info@hotelsenigallia.net
ALBERGHI;SIRENA;lungomare alighieri 78;SENIGALLIA;SENIGALLIA;www.hotelsirena.com;info@hotelsirena.com
ALBERGHI;TRITONE;lungomare Leonardo da Vinci 18;SENIGALLIA;SENIGALLIA;www.hoteltritone.net;info@hoteltritone.net
ALBERGHI;HOLLYWOOD;lungomare alighieri 62;SENIGALLIA;SENIGALLIA;www.hotel-hollywood.it;info@hotel-hollywood.it
ALBERGHI;HOTEL LORI;lungomare Italia 28;SENIGALLIA;MARZOCCA;www.hotellori.com;hotellori@gmail.com
ALBERGHI;LE QUERCE;via Umberto Giordano 20;SENIGALLIA;SENIGALLIA;www.hotellequerce.com;info@hotellequerce.com
ALBERGHI;LA VELA;piazzale Nino Bixio 35;SENIGALLIA;SENIGALLIA;www.lavelasenigallia.it;info@lavelasenigallia.it
ALBERGHI;BALTIC;lungomare Alighieri 90;SENIGALLIA;SENIGALLIA;www.hotelbalticsenigallia.it;info@hotelbalticsenigallia.it
ALBERGHI;HOTEL BEL SIT;via dei cappuccini  15;SENIGALLIA;SENIGALLIA;www.belsit.net;info@belsit.net
ALBERGHI;BOLOGNA;lungomare mameli 57;SENIGALLIA;SENIGALLIA;www.hbologna.net;info@hbologna.net
ALBERGHI;AMBASCIATORI;lungomare Leonardo da Vinci 92;SENIGALLIA;SENIGALLIA;www.ambasciatorisenigallia.it;info@ambasciatorisenigallia.it
ALBERGHI;ATLANTIC;lungomare italia 8;SENIGALLIA;SENIGALLIA;www.atlantic-hotel.it;info@atlantic-hotel.it
ALBERGHI;HOTEL BEAURIVAGE;lungomare Marconi 28;SENIGALLIA;SENIGALLIA;www.hotelbeaurivagesenigallia.com;info@hotelbeaurivagesenigallia.com
ALBERGHI;PERLA;lungomare Leonardo da Vinci 22;SENIGALLIA;SENIGALLIA;www.hotel-perla.net;hotelperla2003@libero.it
ALBERGHI;ITALIA;Lungomare Dante Alighieri 108;SENIGALLIA;SENIGALLIA;www.hotelitalia-senigallia.it;hotelitalia.senigallia@gmail.com
ALBERGHI;INTERNATIONAL;lungomare mameli 44;SENIGALLIA;SENIGALLIA;www.hotelinternationalsenigallia.com;info@hotelinternationalsenigallia.com
ALBERGHI;MAREBLU';lungomare mameli 50;SENIGALLIA;SENIGALLIA;www.hotel-mareblu.it;info@hotel-mareblu.it
ALBERGHI;ARGENTINA;lungomare Alighieri 82;SENIGALLIA;SENIGALLIA;www.hargentina.com;info@hargentina.com
ALBERGHI;OLYMPIA;lungomare leonardo da vinci 1;SENIGALLIA;SENIGALLIA;www.hotelolympiasenigallia.it;info@hotelolympiasenigallia.it
ALBERGHI;MASSI;piazzale Rosa Morandi 10;SENIGALLIA;SENIGALLIA;www.italiaabc.it;hotelmassi@virgilio.it
ALBERGHI;NETTUNO;lungomare leonardo da vinci 19;SENIGALLIA;SENIGALLIA;www.hotelnettuno.org;info@hotelnettuno.org
ALBERGHI;LUCIA;lungomare leonardo da vinci 91;SENIGALLIA;SENIGALLIA;www.albergolucia.net;info@albergolucia.net
ALBERGHI;FIORELLA;VIA PUGLIA 12;SENIGALLIA;SENIGALLIA;www.hotel-fiorella.it;info@hotel-fiorella.it
ALBERGHI;CARAIBI;Prima Strada 23;SENIGALLIA;CESANO;www.caraibihotel.it;info@caraibihotel.it
ALBERGHI;REGINA;lungomare Alighieri 5;SENIGALLIA;SENIGALLIA;www.albergoregina.it;info@albergoregina.it
ALBERGHI;REX;lungomare italia 67;SENIGALLIA;SENIGALLIA;www.hotelrexsenigallia.it;info@hotelrexsenigallia.it
ALBERGHI;FARO;lungomare mameli 110;SENIGALLIA;SENIGALLIA;www.hotel-faro.it;mily80@libero.it
ALBERGHI;METROPOL;lungomare leonardo da vinci 11;SENIGALLIA;SENIGALLIA;www.hotelmetropolsenigallia.it  e  com;info@hotelmetropolsenigallia.it
ALBERGHI;ANCORE;lungomare Mameli 243;SENIGALLIA;SENIGALLIA;www.hotelancore.it;info@hotelancore.it
ALBERGHI;CONCHIGLIA;via rieti 132;SENIGALLIA;SENIGALLIA;www.hconchiglia.com;info@hconchiglia.com
ALBERGHI;VENEZIA;via rieti 68;SENIGALLIA;SENIGALLIA;www.hotelveneziasenigallia.com;hotel.venezia@libero.it
ALBERGHI;HOTEL PARADISO;via Abruzzi 7;SENIGALLIA;SENIGALLIA;www.hotelparadisosenigallia.it;info@hotelparadisosenigallia.it
ALBERGHI;TURISTICA;via rieti 14;SENIGALLIA;SENIGALLIA;www.hotelturistica.it;hotelturistica@libero.it
TURISMO RURALE;LOCANDA STRADA DELLA MARINA;strada della marina 265;SENIGALLIA;SENIGALLIA;;astro.gest_@libero.it
TURISMO RURALE;ANTICA ARMONIA;strada del soccorso 17;SENIGALLIA;SENIGALLIA;www.anticarmonia.it;anticaarmonia@libero.it
TURISMO RURALE;FINIS AFRICAE;strada provinciale sant' angelo 155;SENIGALLIA;SENIGALLIA;www.finisafricae.com;info@finisafricae.info
ALBERGHI;ALBERGO BICE DEPENDANCE;viale giacomo leopardi 105;SENIGALLIA;SENIGALLIA;www.albergobice.it;info@albergobice.it
ALLOGGI AGRITURISTICI;AGRITURISMO LA MARAZZANA;strada provinciale corinaldese 105;SENIGALLIA;SENIGALLIA;www.lamarazzana.it;info@lamarazzana.it
STABILIMENTI BALNEARI;BAGNI BLU BEACH N° 126;lungomare leonardo da vinci 126 126;SENIGALLIA;SENIGALLIA;;MICHI.C73@LIBERO.IT
STABILIMENTI BALNEARI;BAGNI HOTEL GABBIANO N° 140;lungomare leonardo da vinci 91 91;SENIGALLIA;SENIGALLIA;;
STABILIMENTI BALNEARI;BAGNI CLIPPER N° 147;lungomare italia 1 1;SENIGALLIA;SENIGALLIA;;
STABILIMENTI BALNEARI;BAGNI N.130;lungomare leonardo da vinci 130 130;SENIGALLIA;SENIGALLIA;;
STABILIMENTI BALNEARI;BAGNI LUCIA N.139;lungomare leonardo da vinci 91 91;SENIGALLIA;SENIGALLIA;info@albergolucia.net;www.albergolucia.net
STABILIMENTI BALNEARI;BAGNI N.107 STELLA MARINA;lungomare leonardo da vinci 107 107;SENIGALLIA;SENIGALLIA;;
STABILIMENTI BALNEARI;BAGNI BANO N.114;lungomare leonardo da vinci 114 114;SENIGALLIA;SENIGALLIA;;rirogemma@gmail.it
ALBERGHI;TERRAZZA MARCONI;lungomare Marconi 37;SENIGALLIA;SENIGALLIA;www.terrazzamarconi.it;info@terrazzamarconi.it
BED & BREAKFAST;B&B QUERCIABELLA;strada querciabella 185;SENIGALLIA;SENIGALLIA;www.bbquerciabella.it;querciabella@hotmail.it
TURISMO RURALE;COUNTRY HOUSE LA MADONNINA;frazione filetto via cavallo montirone 211;SENIGALLIA;SENIGALLIA;www.countryhouselamadonnina.it;info@countryhouselamadonnina.it
